pm10,temp,bp,rh,ws,co,o3,nox,so2,pm2.5
0.3431,0.6,0.931,0.5663,0.1481,0.29,0.0063,0.2632,0.0546,175
0.3431,0.5,0.931,0.5663,0.1111,0.299,0.0093,0.2804,0.0541,175
0.4213,0.5,0.931,0.5542,0.1667,0.299,0.0034,0.2808,0.0541,245
0.4213,0.45,0.931,0.5301,0.2037,0.255,0.2954,0.264,0.0721,245
0.4213,0.4,0.931,0.5301,0.0926,0.228,0.5409,0.2366,0.079,245
0.4213,0.4,0.931,0.5422,0.1481,0.232,0.5054,0.234,0.2172,245
0.4755,0.4,0.931,0.5422,0.1296,0.226,0.2457,0.2178,0.2067,300
0.4755,0.4,0.931,0.5422,0.2037,0.223,0.1444,0.2054,0.1446,300
0.4755,0.45,0.931,0.5422,0.2963,0.188,0.0488,0.187,0.1261,300
0.4755,0.5,0.931,0.5542,0.2407,0.174,0.0323,0.1694,0.1091,300
0.5005,0.5,0.931,0.5542,0.1852,0.174,0.0258,0.1572,0.0771,329
0.5005,0.45,0.931,0.5663,0.1667,0.136,0.0386,0.1434,0.0616,329
0.5005,0.45,0.931,0.5783,0.2222,0.109,0.054,0.128,0.079,329
0.5005,0.5,0.931,0.5783,0.2222,0.102,0.0746,0.1138,0.0556,329
0.3118,0.5,0.931,0.5904,0.1852,0.095,0.0838,0.1058,0.0646,204
0.3118,0.5,0.931,0.6024,0.1111,0.1,0.062,0.1082,0.0661,204
0.3118,0.7,0.931,0.6145,0.1481,0.074,0.0558,0.1118,0.0591,204
0.3118,0.8,0.931,0.6265,0.1481,0.081,0.034,0.1168,0.0526,204
0.2826,0.9,0.931,0.6506,0.0926,0.081,0.0221,0.1268,0.043,200
0.2826,0.8,0.931,0.6506,0.0556,0.102,0.0077,0.1392,0.037,200
0.2826,0.6,0.931,0.6867,0,0.108,0.0047,0.1524,0.079,200
0.2826,0.7,0.931,0.7108,0.0185,0.108,0.0225,0.152,0.028,200
0.2617,0.75,0.931,0.7108,0.0185,0.11,0.0736,0.129,0.022,189
0.2617,0.8,0.931,0.759,0.037,0.131,0.8852,0.1334,0.0305,189
0.2617,0.8,0.931,0.7229,0.1296,0.156,0.4828,0.145,0.046,189
0.2617,0.8,0.931,0.6867,0.1296,0.117,0.0404,0.132,0.0385,189
0.318,0.75,0.931,0.6988,0.1481,0.117,0.0404,0.1126,0.1281,233
0.318,0.75,0.931,0.7108,0.1667,0.105,0.0404,0.1034,0.1486,233
0.318,0.75,0.931,0.7229,0.1852,0.104,0.0404,0.096,0.079,233
0.318,0.75,0.931,0.7229,0.1111,0.096,0.0404,0.0894,0.0796,233
0.2857,0.8,0.931,0.7349,0,0.097,0.0404,0.0848,0.0551,217
0.2857,0.8,0.931,0.747,0.0741,0.096,0.0404,0.0808,0.0415,217
0.2857,0.7,0.931,0.7229,0.0926,0.102,0.0404,0.0766,0.0395,217
0.2857,0.6,0.931,0.7108,0.1111,0.097,0.0404,0.0754,0.0385,217
0.2565,0.5,0.931,0.7108,0.0741,0.097,0.0404,0.069,0.0375,204
0.2565,0.5,0.931,0.7229,0.0556,0.085,0.0404,0.0638,0.035,204
0.2565,0.5,0.8966,0.747,0.037,0.088,0.0404,0.062,0.079,204
0.2565,0.5,0.8966,0.759,0,0.086,0.0404,0.0624,0.0315,204
0.2367,0.5,0.8966,0.7952,0.037,0.089,0.0404,0.0612,0.0305,185
0.2367,0.5,0.8966,0.7952,0.1111,0.11,0.0404,0.063,0.03,185
0.2367,0.5,0.8966,0.7952,0.1667,0.136,0.0404,0.0952,0.031,185
0.2367,0.5,0.931,0.8072,0.0926,0.139,0.0404,0.1562,0.032,185
0.3066,0.5,0.8966,0.8193,0.0741,0.139,0.0404,0.1934,0.033,239
0.3066,0.5,0.931,0.7952,0.2037,0.139,0.0404,0.21,0.033,239
0.3066,0.5,0.931,0.8072,0.2222,0.142,0.0404,0.2142,0.034,239
0.3034,0.5,0.931,0.8193,0.1111,0.135,0.0404,0.2024,0.032,228
0.2836,0.8,0.931,0.8313,0,0.135,0.0404,0.1776,1,220
0.2836,0.75,0.931,0.8193,0.0741,0.198,0.0404,0.1656,0.028,220
0.2836,0.8,0.931,0.7831,0.1296,0.213,0.0404,0.1878,0.079,220
0.2836,0.8,0.931,0.747,0.1667,0.195,0.0404,0.2068,0.033,220
0.4098,0.8,0.931,0.7108,0.1296,0.19,0.0404,0.2236,0.035,298
0.4098,0.7,0.9655,0.6627,0.0741,0.167,0.0124,0.2204,0.0435,298
0.4098,0.6,0.9655,0.6265,0.1111,0.157,0.013,0.1888,0.0596,298
0.4098,0.6,0.9655,0.5783,0.0926,0.151,0.0263,0.1752,0.0676,298
0.3253,0.6,0.9655,0.5422,0.1667,0.151,0.0474,0.1638,0.0761,234
0.3253,0.6,0.9655,0.5181,0.1481,0.16,0.0468,0.1602,0.0916,234
0.3253,0.6,0.9655,0.4819,0.1852,0.144,0.0665,0.1572,0.079,234
0.3253,0.55,0.9655,0.4699,0.1111,0.16,0.0621,0.1568,0.1021,234
0.342,0.5,0.9655,0.4337,0.1481,0.163,0.0743,0.16,0.1046,228
0.342,0.6,0.9655,0.3735,0.1667,0.136,0.1206,0.1478,0.1056,228
0.342,0.5,0.9655,0.3735,0.2407,0.142,0.1264,0.137,0.1001,228
0.342,0.4,0.9655,0.3494,0.2222,0.118,0.1371,0.1244,0.0916,228
0.2878,0.4,0.9655,0.3133,0.2593,0.118,0.1617,0.1038,0.0761,190
0.2878,0.4,0.9655,0.3012,0.2222,0.087,0.1871,0.086,0.0676,190
0.2878,0.4,0.9655,0.2651,0.3519,0.078,0.2075,0.0746,0.079,190
0.2878,0.4,0.9655,0.253,0.3333,0.065,0.2384,0.0642,0.0646,190
0.1804,0.4,0.9655,0.253,0.2963,0.061,0.2748,0.0568,0.0631,104
0.1804,0.4,0.9655,0.253,0.4074,0.056,0.3021,0.0524,0.0741,104
0.1804,0.4,0.9655,0.253,0.3889,0.052,0.3083,0.0502,0.0841,104
0.1804,0.4,0.9655,0.2651,0.5185,0.049,0.3152,0.0474,0.0811,104
0.171,0.4,0.9655,0.2771,0.3704,0.049,0.3205,0.0478,0.0751,85
0.171,0.4,0.9655,0.2771,0.3519,0.07,0.3056,0.0514,0.0741,85
0.171,0.4,0.9655,0.2892,0.3148,0.07,0.3096,0.05,0.079,85
0.171,0.4,0.9655,0.3012,0.4259,0.072,0.4502,0.0534,0.1597,85
0.196,0.4,0.9655,0.3012,0.4444,0.069,0.3244,0.0578,0.1502,98
0.196,0.4,0.9655,0.3133,0.4074,0.065,0.3192,0.0542,0.0911,98
0.196,0.5,0.9655,0.3253,0.3704,0.078,0.2825,0.0538,0.0896,98
0.196,0.6,0.9655,0.3253,0.3519,0.076,0.2603,0.0572,0.0901,98
0.1971,0.5,0.9655,0.3373,0.4259,0.076,0.2642,0.0612,0.0916,101
0.1971,0.6,0.9655,0.3373,0.4815,0.076,0.6625,0.0634,0.2347,101
0.1971,0.6,0.9655,0.3373,0.463,0.069,0.4446,0.0646,0.079,101
0.1971,0.6,0.9655,0.3614,0.3519,0.069,0.2841,0.0664,0.1481,101
0.2138,0.6,0.9655,0.3855,0.4259,0.08,0.3409,0.071,0.2002,87
0.2138,0.6,0.9655,0.3855,0.463,0.076,0.4643,0.0712,0.1642,87
0.2138,0.6,0.931,0.4458,0.4074,0.085,0.1598,0.0714,0.1071,87
0.2138,0.6,0.931,0.4699,0.2778,0.096,0.1619,0.0742,0.0716,87
0.2482,0.7,0.931,0.4699,0.3148,0.096,0.1575,0.0818,0.0846,121
0.2482,0.7,0.931,0.494,0.4074,0.108,0.3404,0.082,0.0881,121
0.2482,0.7,0.931,0.5301,0.4074,0.109,0.1796,0.077,0.079,121
0.2482,0.7,0.931,0.5422,0.2593,0.135,0.1238,0.0828,0.0636,121
0.2899,0.7,0.931,0.5301,0.2778,0.148,0.1197,0.1126,0.0706,184
0.2899,0.7,0.931,0.5301,0.2593,0.151,0.0811,0.1278,0.0666,184
0.2899,0.7,0.931,0.5301,0.1852,0.165,0.0686,0.1424,0.0681,184
0.2899,0.6,0.931,0.5301,0.1667,0.174,0.1531,0.1502,0.0846,184
0.3139,0.5,0.931,0.5301,0.1111,0.174,0.1693,0.171,0.1026,207
0.3139,0.4,0.931,0.5181,0.1667,0.168,0.1274,0.1652,0.1046,207
0.3139,0.4,0.931,0.5301,0.0926,0.172,0.0383,0.1394,0.079,207
0.3139,0.4,0.931,0.5422,0.0926,0.173,0.0337,0.1388,0.0651,207
0.3525,0.4,0.931,0.5542,0.037,0.175,0.0086,0.1376,0.0581,220
0.3525,0.4,0.931,0.5542,0.1111,0.182,0.0268,0.148,0.0551,220
0.3525,0.4,0.931,0.5542,0.1111,0.174,0.0251,0.149,0.0526,220
0.3525,0.5,0.931,0.5542,0.0926,0.164,0.032,0.1328,0.0516,220
0.3431,0.45,0.931,0.5663,0.0741,0.164,0.0286,0.1322,0.0526,218
0.3431,0.5,0.931,0.5663,0.0556,0.164,0.1098,0.156,0.0576,218
0.3431,0.5,0.931,0.5783,0.0185,0.167,0.462,0.1662,0.079,218
0.3431,0.5,0.931,0.5904,0,0.168,0.4677,0.1534,0.1146,218
0.3358,0.5,0.931,0.6265,0.0185,0.185,0.4396,0.151,0.1201,218
0.3358,0.5,0.931,0.5904,0.1852,0.182,0.1544,0.1716,0.1206,218
0.3358,0.6,0.931,0.5663,0.2963,0.095,0.0247,0.1014,0.0736,218
0.3358,0.8,0.931,0.5542,0.2778,0.071,0.08,0.0724,0.0586,218
0.2544,0.7,0.931,0.5422,0.2778,0.071,0.0976,0.0644,0.0495,156
0.2544,0.5,0.931,0.5663,0.463,0.071,0.1071,0.0662,0.0495,156
0.2544,0.6,0.931,0.5904,0.2037,0.076,0.0954,0.0648,0.079,156
0.2544,0.7,0.931,0.6145,0.1667,0.073,0.0815,0.0684,0.0531,156
0.1992,0.7,0.931,0.6145,0.0926,0.066,0.1008,0.0692,0.0536,142
0.1992,0.7,0.931,0.6386,0.1296,0.074,0.094,0.0692,0.0465,142
0.1992,0.7,0.931,0.6386,0.0556,0.088,0.4297,0.0682,0.0766,142
0.1992,0.7,0.931,0.6265,0.0185,0.098,0.3961,0.0718,0.0926,142
0.2023,0.7,0.931,0.6386,0.0741,0.098,0.3758,0.0784,0.0741,141
0.2023,0.7,0.931,0.6506,0.1111,0.116,0.1828,0.0914,0.0591,141
0.2023,0.7,0.931,0.6627,0.1111,0.113,0.0777,0.1302,0.079,141
0.2023,0.7,0.931,0.6747,0.1111,0.121,0.0578,0.1604,0.0485,141
0.244,0.7,0.931,0.6747,0.1481,0.124,0.0605,0.1794,0.0415,156
0.244,0.7,0.931,0.6627,0.2407,0.136,0.025,0.1844,0.036,156
0.244,0.7,0.931,0.6627,0.1852,0.151,0.0366,0.2022,0.038,156
0.244,0.6,0.931,0.6988,0.0556,0.157,0.0452,0.226,0.0395,156
0.2565,0.5,0.931,0.7349,0.0185,0.157,0.0843,0.2278,0.0355,174
0.2565,0.5,0.931,0.759,0.037,0.14,0.1359,0.223,0.032,174
0.2565,0.5,0.931,0.759,0.037,0.129,0.1315,0.2072,0.079,174
0.2565,0.5,0.931,0.747,0.0556,0.124,0.1621,0.1894,0.029,174
0.2357,0.5,0.931,0.7349,0.037,0.111,0.137,0.163,0.0255,181
0.2357,0.5,0.931,0.7349,0,0.106,0.1757,0.133,0.025,181
0.2357,0.5,0.931,0.7108,0.0926,0.102,0.1616,0.125,0.0265,181
0.2357,0.5,0.931,0.6988,0,0.098,0.1192,0.1206,0.027,181
0.2221,0.5,0.931,0.7229,0.0185,0.098,0.2501,0.1212,0.0265,175
0.2221,0.5,0.931,0.7349,0,0.105,0.2413,0.124,0.026,175
0.2221,0.5,0.931,0.7349,0.0185,0.113,0.2413,0.1266,0.079,175
0.2221,0.5,0.931,0.7349,0.037,0.127,0.2413,0.1324,0.0265,175
0.2701,0.5,0.931,0.7349,0.0926,0.141,0.2413,0.15,0.0285,197
0.3483,0.7,0.931,0.6988,0.1481,0.202,0.2413,0.3318,0.038,227
0.3483,0.75,0.931,0.6867,0.0926,0.218,0.2413,0.3118,0.079,227
0.3483,0.8,0.931,0.6747,0.1111,0.223,0.2413,0.3076,0.043,227
0.3483,0.7,0.931,0.6506,0.0741,0.227,0.0505,0.3076,0.043,227
0.3483,0.7,0.931,0.6024,0.0926,0.263,0.0518,0.3674,0.0531,227
0.3483,0.7,0.9655,0.5422,0.0926,0.237,0.0668,0.3554,0.0691,227
0.3483,0.65,0.9655,0.5301,0.2037,0.218,0.0818,0.325,0.0886,227
0.3577,0.65,0.9655,0.506,0.1852,0.218,0.0345,0.3178,0.0941,189
0.3577,0.7,0.9655,0.506,0.1296,0.261,0.0867,0.3268,0.0986,189
0.3577,0.65,0.9655,0.494,0.2037,0.271,0.6028,0.3466,0.079,189
0.3577,0.6,0.9655,0.4819,0.1481,0.284,0.9474,0.339,0.7618,189
0.5151,0.6,0.9655,0.4458,0.1481,0.256,0.5175,0.3296,0.9034,253
0.5151,0.65,0.9655,0.4337,0.1667,0.254,0.1352,0.3248,0.3634,253
0.5151,0.7,0.9655,0.4337,0.1852,0.264,0.2216,0.3386,0.4069,253
0.5151,0.6,0.9655,0.4337,0.2222,0.259,0.0329,0.329,0.2072,253
0.5537,0.5,0.9655,0.4458,0.2778,0.259,0.1938,0.2552,0.2162,277
0.5537,0.4,0.9655,0.4458,0.2963,0.202,0.196,0.2012,0.2082,277
0.5537,0.4,0.9655,0.4458,0.3333,0.128,0.0851,0.15,0.079,277
0.5537,0.4,0.9655,0.4578,0.2778,0.115,0.0896,0.1382,0.1421,277
0.4922,0.4,0.9655,0.4337,0.2222,0.111,0.4558,0.1334,0.4875,275
0.4922,0.4,0.9655,0.3855,0.3333,0.072,0.2009,0.1132,0.2888,275
0.4922,0.4,0.9655,0.3735,0.3704,0.029,0.13,0.0696,0.1892,275
0.4922,0.4,0.9655,0.3976,0.3333,0.023,0.1611,0.0608,0.1642,275
0.2263,0.4,0.9655,0.4096,0.3704,0.023,0.1541,0.0624,0.1527,118
0.2263,0.4,0.9655,0.4096,0.3333,0.074,0.1579,0.0656,0.1421,118
0.2263,0.4,0.9655,0.4217,0.3519,0.076,0.15,0.066,0.079,118
0.2263,0.4,0.9655,0.4458,0.3333,0.076,0.1368,0.0662,0.1331,118
0.1908,0.4,0.9655,0.4578,0.3519,0.076,0.1331,0.0662,0.1121,103
0.1908,0.4,0.9655,0.4699,0.3519,0.087,0.1255,0.0668,0.1041,103
0.1908,0.4,0.9655,0.494,0.4074,0.081,0.1218,0.0702,0.1051,103
0.1908,0.6,0.9655,0.5181,0.4259,0.094,0.1121,0.0668,0.1076,103
0.1846,0.7,0.931,0.5301,0.4444,0.094,0.1036,0.0676,0.1542,118
0.1846,0.6,0.931,0.5422,0.4444,0.084,0.1252,0.0654,0.1361,118
0.1846,0.6,0.931,0.5542,0.3519,0.095,0.1109,0.0648,0.079,118
0.1846,0.6,0.931,0.5783,0.3704,0.103,0.0819,0.0736,0.1051,118
0.1992,0.6,0.931,0.5904,0.3148,0.105,0.0822,0.0762,0.0906,135
0.1992,0.6,0.931,0.6024,0.2407,0.115,0.0594,0.0854,0.0941,135
0.1992,0.6,0.931,0.6265,0.3148,0.113,0.049,0.086,0.1792,135
0.1992,0.6,0.931,0.6386,0.3889,0.113,0.0504,0.0842,0.1121,135
0.2148,0.6,0.931,0.6506,0.5,0.113,0.0588,0.0828,0.0806,149
0.2148,0.7,0.931,0.6627,0.3333,0.106,0.0655,0.0798,0.0686,149
0.2148,0.7,0.931,0.6747,0.2778,0.111,0.0531,0.0814,0.079,149
0.2148,0.7,0.931,0.6747,0.3148,0.124,0.0298,0.0946,0.0781,149
0.194,0.7,0.931,0.6867,0.2407,0.151,0.0171,0.116,0.0796,131
0.194,0.7,0.931,0.6867,0.3148,0.127,0.0356,0.0992,0.0596,131
0.194,0.7,0.931,0.6867,0.3148,0.132,0.0385,0.0952,0.0576,131
0.194,0.6,0.931,0.7349,0.3704,0.135,0.0396,0.1,0.0721,131
0.17,0.5,0.931,0.7831,0.2963,0.135,0.0388,0.0932,0.0736,127
0.17,0.5,0.931,0.7831,0.4074,0.135,0.0695,0.1028,0.0506,127
0.17,0.45,0.931,0.7711,0.4444,0.123,0.028,0.0944,0.079,127
0.17,0.45,0.931,0.759,0.2593,0.124,0.0402,0.0986,0.0445,127
0.1241,0.5,0.931,0.747,0.3148,0.123,0.0604,0.1002,0.0425,108
0.1241,0.45,0.931,0.7711,0.0741,0.137,0.0479,0.1176,0.04,108
0.1241,0.45,0.931,0.7711,0.1667,0.124,0.0461,0.1084,0.038,108
0.1241,0.5,0.931,0.7711,0.2037,0.113,0.0448,0.0984,0.038,108
0.147,0.5,0.931,0.7711,0.1111,0.113,0.0814,0.095,0.0365,112
0.147,0.5,0.931,0.7831,0.1852,0.132,0.0872,0.1058,0.037,112
0.147,0.5,0.931,0.7831,0.2037,0.121,0.06,0.106,0.079,112
0.147,0.5,0.931,0.7831,0.2222,0.126,0.0608,0.0938,0.039,112
0.1522,0.5,0.931,0.7831,0.3148,0.106,0.0223,0.0924,0.039,113
0.1522,0.5,0.931,0.7831,0.1667,0.09,0.0759,0.0754,0.0385,113
0.1522,0.5,0.931,0.7831,0.2407,0.097,0.0675,0.0708,0.039,113
0.1522,0.7,0.931,0.7952,0.1481,0.094,0.0567,0.0742,0.0395,113
0.1376,0.8,0.931,0.7952,0.2593,0.094,0.0721,0.0714,0.0385,104
0.1376,0.6,0.931,0.7831,0.1667,0.078,0.057,0.0662,0.038,104
0.1376,0.7,0.931,0.7831,0.2037,0.082,0.0837,0.061,0.079,104
0.1376,0.7,0.931,0.7711,0.1852,0.074,0.1011,0.0542,0.035,104
0.1126,0.7,0.931,0.759,0.1852,0.073,0.0893,0.0528,0.0345,82
0.1126,0.7,0.931,0.759,0.1852,0.076,0.1052,0.0558,0.035,82
0.1126,0.7,0.931,0.759,0.1667,0.073,0.0373,0.057,0.0345,82
0.1126,0.7,0.931,0.7711,0.0741,0.074,0.1195,0.0602,0.0335,82
0.121,0.7,0.931,0.7711,0.0926,0.074,0.0742,0.0644,0.032,81
0.121,0.7,0.931,0.7831,0,0.082,0.1159,0.066,0.0305,81
0.121,0.7,0.931,0.8072,0.037,0.088,0.1741,0.07,0.079,81
0.121,0.7,0.931,0.7711,0.0741,0.077,0.1327,0.0682,0.0305,81
0.1283,0.7,0.931,0.8072,0.0556,0.082,0.0996,0.0662,0.034,94
0.1283,0.7,0.931,0.7952,0.2778,0.088,0.0336,0.0694,0.0355,94
0.1283,0.7,0.931,0.7831,0.2778,0.082,0.0585,0.0644,0.0375,94
0.1283,0.6,0.931,0.7711,0.2593,0.086,0.0427,0.0654,0.0495,94
0.1512,0.5,0.931,0.7952,0.1667,0.086,0.0334,0.0654,0.0581,112
0.1512,0.5,0.931,0.7952,0.1296,0.076,0.045,0.0574,0.047,112
0.1512,0.4,0.931,0.8072,0.1852,0.081,0.0811,0.0534,0.079,112
0.1512,0.4,0.931,0.8193,0.2407,0.093,0.0457,0.0562,0.046,112
0.1595,0.4,0.931,0.8313,0.2593,0.092,0.0383,0.0626,0.0455,125
0.1595,0.4,0.931,0.8434,0.1852,0.095,0.0384,0.0696,0.041,125
0.1595,0.4,0.931,0.8554,0.2407,0.088,0.0373,0.0658,0.0325,125
0.1595,0.4,0.931,0.8795,0.1852,0.087,0.0357,0.0594,0.0305,125
0.1616,0.4,0.931,0.8795,0.1667,0.087,0.0288,0.0572,0.0295,129
0.1616,0.45,0.931,0.8795,0.1667,0.088,0.0607,0.0566,0.028,129
0.1616,0.45,0.931,0.8795,0.1667,0.094,0.0481,0.0604,0.079,129
0.1616,0.45,0.931,0.8795,0.2963,0.095,0.0163,0.0604,0.028,129
0.1637,0.5,0.931,0.8916,0.2778,0.112,0.0415,0.0662,0.028,121
0.2054,0.7,0.931,0.8313,0.1667,0.112,0.0813,0.1798,0.079,155
0.2054,0.6,0.931,0.8072,0.2037,0.155,0.0813,0.16,0.0395,155
0.2054,0.7,0.931,0.7711,0.1111,0.158,0.0813,0.1468,0.079,155
0.2054,0.8,0.931,0.747,0.2407,0.159,0.0813,0.152,0.0536,155
0.2617,0.7,0.931,0.747,0.2407,0.157,0.1148,0.1472,0.0641,166
0.2617,0.6,0.9655,0.6988,0.3148,0.134,0.0643,0.1364,0.0951,166
0.2617,0.6,0.9655,0.6867,0.2963,0.131,0.045,0.1238,0.1051,166
0.2617,0.6,0.9655,0.6747,0.2407,0.123,0.0414,0.1146,0.1041,166
0.2325,0.6,0.9655,0.6747,0.2037,0.123,0.0439,0.1056,0.0961,143
0.2325,0.6,0.9655,0.6627,0.2593,0.124,0.0516,0.1024,0.1136,143
0.2325,0.6,0.9655,0.6506,0.3333,0.121,0.0792,0.0988,0.079,143
0.2325,0.6,0.9655,0.6265,0.3148,0.105,0.0616,0.0916,0.1301,143
0.2492,0.6,0.9655,0.6265,0.2963,0.104,0.0798,0.0898,0.1256,148
0.2492,0.6,0.9655,0.6265,0.2778,0.098,0.0893,0.0794,0.1096,148
0.2492,0.7,0.9655,0.6024,0.2963,0.088,0.1069,0.0702,0.1001,148
0.2492,0.6,0.9655,0.6024,0.2037,0.085,0.1033,0.0634,0.0966,148
0.1762,0.5,0.9655,0.6145,0.2222,0.085,0.1021,0.0648,0.0921,112
0.1762,0.5,0.931,0.6145,0.2778,0.096,0.0865,0.065,0.0806,112
0.1762,0.5,0.931,0.6506,0.2037,0.094,0.0916,0.0644,0.079,112
0.1762,0.45,0.931,0.6988,0.1667,0.103,0.0842,0.0654,0.0581,112
0.1971,0.4,0.931,0.759,0.0926,0.116,0.0695,0.0692,0.0415,140
0.1971,0.4,0.931,0.7831,0.1111,0.139,0.048,0.0824,0.037,140
0.1971,0.4,0.931,0.8072,0.1481,0.174,0.0251,0.1478,0.0355,140
0.1971,0.5,0.931,0.7952,0.1667,0.187,0.0224,0.168,0.041,140
0.2471,0.5,0.931,0.7711,0.1111,0.187,0.0203,0.1142,0.0405,182
0.2471,0.4,0.931,0.759,0.2222,0.119,0.0555,0.0948,0.04,182
0.2471,0.45,0.931,0.7349,0.2222,0.113,0.0518,0.0922,0.079,182
0.2471,0.45,0.931,0.7108,0.3333,0.115,0.0545,0.096,0.0516,182
0.2169,0.4,0.931,0.6867,0.3519,0.108,0.0895,0.096,0.0656,171
0.2169,0.4,0.931,0.6747,0.3333,0.105,0.0951,0.0882,0.0671,171
0.2169,0.4,0.931,0.6867,0.3148,0.129,0.0801,0.085,0.0681,171
0.2169,0.6,0.931,0.6988,0.2963,0.113,0.0719,0.0846,0.0696,171
0.2304,0.7,0.931,0.6988,0.3704,0.113,0.0837,0.0824,0.0676,173
0.2304,0.5,0.931,0.7108,0.4444,0.121,0.0704,0.08,0.0616,173
0.2304,0.6,0.931,0.7229,0.463,0.129,0.0731,0.0792,0.079,173
0.2304,0.6,0.931,0.7229,0.3519,0.127,0.0707,0.0758,0.0601,173
0.2419,0.6,0.931,0.7349,0.2222,0.123,0.0696,0.0714,0.0551,180
0.2419,0.6,0.931,0.7349,0.2963,0.131,0.0613,0.0748,0.0516,180
0.2419,0.6,0.931,0.7349,0.2778,0.131,0.0629,0.0756,0.0485,180
0.2419,0.6,0.931,0.7349,0.2222,0.155,0.0462,0.0798,0.0465,180
0.245,0.6,0.931,0.7349,0.2778,0.155,0.0255,0.0886,0.046,184
0.245,0.65,0.931,0.7349,0.3148,0.148,0.0347,0.0902,0.0465,184
0.245,0.65,0.931,0.747,0.3704,0.196,0.0264,0.1056,0.079,184
0.245,0.65,0.931,0.759,0.3333,0.177,0.0249,0.112,0.0511,184
0.2784,0.7,0.931,0.759,0.2593,0.182,0.0299,0.1026,0.048,210
0.2784,0.7,0.931,0.7711,0.2037,0.16,0.0373,0.0988,0.04,210
0.2784,0.7,0.931,0.7711,0.2963,0.142,0.0353,0.0902,0.039,210
0.2784,0.7,0.931,0.7711,0.2407,0.149,0.0249,0.0844,0.0395,210
0.2211,0.6,0.931,0.7711,0.3889,0.149,0.0207,0.0884,0.0395,168
0.2211,0.5,0.931,0.7711,0.2963,0.118,0.0271,0.0832,0.038,168
0.2211,0.5,0.931,0.7831,0.2222,0.117,0.0233,0.0774,0.079,168
0.2211,0.45,0.931,0.7711,0.3704,0.115,0.0205,0.078,0.038,168
0.2033,0.4,0.931,0.759,0.3519,0.103,0.0278,0.0738,0.045,155
0.2033,0.4,0.931,0.759,0.2963,0.1,0.0358,0.0698,0.0445,155
0.2033,0.4,0.931,0.759,0.4259,0.1,0.0405,0.066,0.041,155
0.2033,0.4,0.931,0.759,0.4074,0.092,0.045,0.059,0.0415,155
0.1783,0.45,0.931,0.747,0.3704,0.092,0.037,0.0576,0.042,133
0.1783,0.4,0.931,0.7349,0.2778,0.088,0.0633,0.0558,0.043,133
0.1783,0.45,0.931,0.747,0.3889,0.082,0.0712,0.0502,0.079,133
0.1783,0.5,0.931,0.7831,0.2407,0.084,0.0656,0.0462,0.0385,133
0.1324,0.5,0.931,0.8072,0.3148,0.093,0.0561,0.0458,0.0325,110
0.1324,0.4,0.931,0.8193,0.2963,0.086,0.0522,0.0478,0.0295,110
0.1324,0.45,0.931,0.7952,0.4259,0.077,0.0759,0.042,0.0285,110
0.1324,0.6,0.931,0.7952,0.2963,0.076,0.0814,0.0362,0.027,110
0.1303,0.7,0.931,0.7952,0.2963,0.076,0.0905,0.034,0.0265,111
0.1303,0.6,0.931,0.7831,0.3519,0.073,0.0934,0.0346,0.0265,111
0.1303,0.6,0.931,0.7711,0.4074,0.072,0.1039,0.0334,0.079,111
0.1303,0.7,0.931,0.7711,0.2593,0.074,0.1055,0.032,0.027,111
0.1303,0.65,0.931,0.7831,0.1852,0.076,0.0891,0.034,0.026,111
0.1356,0.7,0.931,0.7831,0.2407,0.079,0.0738,0.0362,0.025,110
0.1356,0.7,0.931,0.7952,0.1667,0.085,0.0637,0.0434,0.0245,110
0.1356,0.7,0.931,0.8434,0.0926,0.085,0.0551,0.0492,0.024,110
0.1689,0.7,0.931,0.8795,0.0185,0.085,0.0496,0.0468,0.022,132
0.1689,0.6,0.931,0.9036,0.1296,0.093,0.0434,0.0468,0.021,132
0.1689,0.6,0.931,0.8916,0.0926,0.095,0.0302,0.0512,0.079,132
0.1689,0.6,0.931,0.9036,0.1852,0.085,0.0291,0.051,0.0215,132
0.147,0.65,0.931,0.9157,0.2037,0.088,0.0303,0.0514,0.02,120
0.147,0.7,0.931,0.9277,0.2222,0.1,0.0188,0.057,0.0195,120
0.147,0.7,0.931,0.9277,0.1667,0.098,0.0051,0.0752,0.023,120
0.147,0.7,0.931,0.9398,0.3519,0.097,0.0777,0.077,0.023,120
0.1741,0.45,0.069,0.8072,0.2037,0.143,0.0777,0.0604,0.032,120
0.1575,0.5,0.0345,0.8795,0.0556,0.141,0.0415,0.0856,0.0245,133
0.1825,0.5,0.0345,0.8675,0.1296,0.145,0.0477,0.0908,0.014,150
0.1825,0.45,0.0345,0.8675,0.1481,0.139,0.0439,0.096,0.0285,150
0.1825,0.4,0.0345,0.8554,0.1481,0.129,0.0493,0.092,0.079,150
0.1825,0.5,0.0345,0.8554,0.0556,0.128,0.0553,0.087,0.0305,150
0.1992,0.7,0.0345,0.8554,0.0741,0.128,0.0543,0.0836,0.042,169
0.1992,0.6,0.0345,0.8554,0.1111,0.131,0.0549,0.0792,0.046,169
0.1992,0.6,0.0345,0.8554,0.0741,0.148,0.0622,0.0928,0.079,169
0.1992,0.7,0.0345,0.8675,0.0741,0.163,0.078,0.104,0.0475,169
0.2263,0.7,0.0345,0.8916,0,0.172,0.1155,0.113,0.046,181
0.2263,0.7,0.0345,0.9036,0.0185,0.175,0.0485,0.1216,0.042,181
